List of lists of tuples;Tasks#;Workers#;Jobs#;Sch.FCFS;FCFS.ImpTime;Sch.MRR;MMR.ImpTime;Sch.JSP;JSP.time
[[(1,4),(2,1),(1,4),(2,3)],[(2,3),(1,4),(2,1)],[(2,2),(1,2),(2,1),(1,4)],[(3,2),(0,1),(3,3)],[(3,1),(0,4),(3,4),(0,4)],[(0,2),(3,2),(0,2),(3,1)]];22;4;6;55;4666;18;10958;18;3240792
[[(1,3),(3,4),(1,2),(3,1)],[(3,4),(1,2),(3,4),(1,4)],[(0,1),(2,3),(0,1),(2,4)],[(2,1),(0,3),(2,4)],[(2,2),(0,1),(2,1),(0,2)],[(3,4),(1,4),(3,1)]];22;4;6;56;4667;20;25583;19;3565750
[[(0,4),(2,2),(0,4)],[(2,1),(0,4),(2,2),(0,1)],[(0,2),(2,4),(0,1),(2,4)],[(1,4),(3,2),(1,3),(3,3)],[(3,1),(1,3),(3,2),(1,1)],[(3,4),(1,3),(3,4)]];22;4;6;59;8250;19;11584;16;3130875
[[(0,2),(3,4),(0,1),(3,4)],[(3,4),(0,2),(3,4)],[(3,1),(0,1),(3,3),(0,4)],[(2,3),(1,1),(2,4),(1,2)],[(1,2),(2,2),(1,4),(2,1)],[(2,4),(1,2),(2,3)]];22;4;6;58;3292;20;8542;20;3270625
[[(0,2),(3,1),(0,4),(3,4)],[(1,1),(2,1),(1,4)],[(3,3),(0,1),(3,2),(0,4)],[(0,3),(3,1),(0,3)],[(1,2),(2,2),(1,2),(2,2)],[(2,3),(1,1),(2,4),(1,2)]];22;4;6;52;9208;17;11875;17;3137000
[[(1,3),(2,3),(1,3),(2,1)],[(2,3),(1,3),(2,4),(1,2)],[(3,3),(0,1),(3,4),(0,4)],[(0,2),(3,3),(0,2)],[(1,1),(2,3),(1,3)],[(0,1),(3,1),(0,3),(3,2)]];22;4;6;55;4375;15;13625;15;3565041
[[(0,3),(1,4),(0,2)],[(3,3),(2,1),(3,1),(2,3)],[(2,1),(3,2),(2,1),(3,4)],[(0,2),(1,4),(0,3),(1,3)],[(1,2),(0,2),(1,1),(0,1)],[(2,2),(3,1),(2,3)]];22;4;6;49;3917;17;9083;14;2945667
[[(0,4),(2,3),(0,2)],[(1,3),(3,4),(1,3),(3,3)],[(2,1),(0,4),(2,1),(0,1)],[(3,2),(1,2),(3,3),(1,3)],[(0,1),(2,1),(0,4),(2,2)],[(1,1),(3,3),(1,3)]];22;4;6;54;4208;17;9875;16;3237833
[[(1,3),(0,4),(1,4),(0,2)],[(1,4),(0,3),(1,1)],[(0,3),(1,1),(0,3),(1,2)],[(2,4),(3,1),(2,2),(3,4)],[(3,1),(2,2),(3,2),(2,1)],[(2,2),(3,1),(2,4)]];22;4;6;54;3709;15;9417;15;3141959
[[(2,2),(0,3),(2,3),(0,1)],[(3,3),(1,1),(3,1),(1,3)],[(0,4),(2,4),(0,2)],[(0,4),(2,3),(0,1),(2,2)],[(1,1),(3,3),(1,2)],[(1,3),(3,3),(1,2),(3,2)]];22;4;6;53;4250;16;9500;16;3314625
[[(1,1),(2,1),(1,1)],[(1,4),(2,4),(1,4),(2,2)],[(3,2),(0,4),(3,3),(0,1)],[(2,4),(1,2),(2,1),(1,3)],[(0,3),(3,3),(0,1),(3,3)],[(3,2),(0,4),(3,2)]];22;4;6;55;3417;16;16250;16;3259292
[[(0,2),(1,2),(0,4),(1,3)],[(2,2),(3,3),(2,3),(3,4)],[(3,2),(2,2),(3,1),(2,2)],[(1,1),(0,1),(1,4),(0,2)],[(0,1),(1,1),(0,3)],[(3,2),(2,4),(3,3)]];22;4;6;52;5375;15;16625;15;3267250
[[(3,1),(2,3),(3,3)],[(3,1),(2,2),(3,1),(2,1)],[(1,4),(0,2),(1,1)],[(2,3),(3,1),(2,1),(3,1)],[(0,3),(1,1),(0,3),(1,3)],[(1,2),(0,1),(1,2),(0,1)]];22;4;6;41;4667;13;10125;13;3377792
[[(3,4),(2,4),(3,2),(2,4)],[(2,1),(3,2),(2,2),(3,3)],[(1,1),(0,1),(1,4),(0,2)],[(0,1),(1,3),(0,1),(1,2)],[(2,3),(3,4),(2,1)],[(0,1),(1,4),(0,1)]];22;4;6;51;3833;16;12750;16;3324541
[[(3,3),(2,3),(3,1),(2,2)],[(2,1),(3,2),(2,2)],[(2,4),(3,4),(2,3),(3,3)],[(0,3),(1,4),(0,1),(1,1)],[(1,1),(0,1),(1,4),(0,3)],[(0,2),(1,3),(0,3)]];22;4;6;54;3625;17;9042;15;3180709
[[(3,2),(0,4),(3,1),(0,3)],[(0,4),(3,1),(0,2)],[(1,2),(2,2),(1,3),(2,2)],[(0,1),(3,4),(0,1),(3,4)],[(2,2),(1,4),(2,1)],[(2,3),(1,4),(2,3),(1,3)]];22;4;6;56;4458;16;10083;16;3590833
[[(2,1),(3,3),(2,2)],[(1,4),(0,2),(1,1),(0,3)],[(0,2),(1,3),(0,3),(1,1)],[(3,4),(2,3),(3,4),(2,4)],[(0,4),(1,2),(0,3)],[(2,1),(3,1),(2,2),(3,4)]];22;4;6;57;4417;17;27667;17;3173125
[[(2,2),(1,2),(2,3),(1,1)],[(0,4),(3,3),(0,4),(3,1)],[(3,1),(0,4),(3,1)],[(1,2),(2,3),(1,3),(2,1)],[(3,3),(0,3),(3,1),(0,1)],[(1,2),(2,4),(1,4)]];22;4;6;53;3584;16;15416;16;3082584
[[(3,3),(1,4),(3,1)],[(0,3),(2,1),(0,2),(2,3)],[(2,3),(0,4),(2,3),(0,3)],[(3,3),(1,3),(3,1),(1,1)],[(2,1),(0,4),(2,2)],[(1,3),(3,2),(1,1),(3,3)]];22;4;6;54;7041;16;9334;16;3468583
[[(0,2),(3,4),(0,4)],[(1,4),(2,4),(1,1),(2,2)],[(2,2),(1,1),(2,2),(1,2)],[(3,3),(0,3),(3,3),(0,4)],[(0,1),(3,3),(0,4),(3,1)],[(1,3),(2,1),(1,4)]];22;4;6;58;3667;19;9042;18;3135250
[[(2,2),(1,4),(2,2),(1,2)],[(0,2),(3,4),(0,2),(3,1)],[(0,2),(3,2),(0,3)],[(1,1),(2,1),(1,4)],[(3,1),(0,2),(3,3),(0,4)],[(1,3),(2,2),(1,2),(2,4)]];22;4;6;53;4125;18;15667;16;3063833
[[(1,1),(0,1),(1,4),(0,4)],[(2,4),(3,3),(2,4),(3,3)],[(3,4),(2,1),(3,1),(2,1)],[(2,3),(3,1),(2,3)],[(0,3),(1,4),(0,4)],[(0,1),(1,3),(0,4),(1,3)]];22;4;6;60;4375;19;10584;17;3215125
[[(0,1),(2,4),(0,2),(2,3)],[(3,3),(1,4),(3,1),(1,1)],[(0,2),(2,2),(0,1)],[(1,1),(3,2),(1,2)],[(1,1),(3,1),(1,2),(3,4)],[(2,2),(0,3),(2,4),(0,3)]];22;4;6;49;4709;15;10917;15;3967208
[[(3,1),(2,1),(3,2),(2,4)],[(2,1),(3,2),(2,4),(3,3)],[(0,1),(1,3),(0,1),(1,3)],[(1,2),(0,3),(1,3),(0,2)],[(2,3),(3,1),(2,1)],[(1,3),(0,3),(1,3)]];22;4;6;50;4333;17;9875;17;3078792
[[(2,3),(1,4),(2,3)],[(0,2),(3,4),(0,2),(3,1)],[(3,4),(0,4),(3,4),(0,1)],[(3,4),(0,1),(3,1)],[(1,1),(2,1),(1,2),(2,3)],[(2,3),(1,2),(2,3),(1,3)]];22;4;6;56;4292;18;12750;18;3572875
[[(2,3),(0,4),(2,3),(0,2)],[(1,2),(3,1),(1,4)],[(1,4),(3,3),(1,1),(3,1)],[(3,3),(1,1),(3,3),(1,4)],[(0,2),(2,4),(0,2)],[(0,3),(2,3),(0,1),(2,4)]];22;4;6;58;3709;17;8333;17;3083292
[[(1,1),(3,3),(1,2)],[(2,2),(0,3),(2,3),(0,3)],[(0,3),(2,2),(0,3),(2,3)],[(1,1),(3,3),(1,1),(3,4)],[(3,2),(1,4),(3,1),(1,3)],[(2,4),(0,3),(2,3)]];22;4;6;57;4250;17;17625;17;3202458
[[(1,3),(0,1),(1,2)],[(3,3),(2,2),(3,4),(2,4)],[(0,4),(1,3),(0,1),(1,2)],[(2,4),(3,1),(2,4),(3,1)],[(1,3),(0,4),(1,4),(0,3)],[(3,2),(2,1),(3,3)]];22;4;6;59;8500;18;15666;17;3171250
[[(2,1),(1,4),(2,1)],[(2,2),(1,2),(2,2),(1,1)],[(1,4),(2,3),(1,1),(2,3)],[(3,4),(0,2),(3,3),(0,3)],[(0,3),(3,3),(0,2),(3,4)],[(3,1),(0,4),(3,2)]];22;4;6;55;3959;17;9166;17;3203458
[[(0,1),(3,4),(0,3),(3,1)],[(2,2),(1,3),(2,3)],[(1,2),(2,2),(1,1),(2,3)],[(3,3),(0,4),(3,3)],[(2,1),(1,2),(2,1),(1,2)],[(3,4),(0,2),(3,2),(0,4)]];22;4;6;53;4250;20;9333;18;3553584
[[(0,3),(1,4),(0,2),(1,3)],[(1,1),(0,3),(1,2)],[(2,4),(3,1),(2,3)],[(3,4),(2,3),(3,4),(2,3)],[(2,1),(3,3),(2,1),(3,4)],[(1,2),(0,2),(1,1),(0,1)]];22;4;6;55;3583;16;8709;16;3056084
[[(3,4),(2,1),(3,4),(2,1)],[(1,4),(0,3),(1,3)],[(1,2),(0,4),(1,2),(0,3)],[(0,1),(1,3),(0,1),(1,1)],[(2,4),(3,2),(2,2),(3,1)],[(3,2),(2,3),(3,3)]];22;4;6;54;3334;17;14042;16;3167292
[[(0,2),(2,1),(0,4)],[(1,3),(3,1),(1,3),(3,1)],[(3,4),(1,1),(3,3)],[(2,2),(0,1),(2,2),(0,1)],[(0,3),(2,4),(0,1),(2,4)],[(3,2),(1,2),(3,1),(1,3)]];22;4;6;49;3042;15;16333;14;3194583
[[(1,1),(2,1),(1,1),(2,3)],[(3,3),(0,1),(3,1),(0,1)],[(0,2),(3,1),(0,4),(3,3)],[(3,3),(0,3),(3,3)],[(2,4),(1,1),(2,3)],[(2,3),(1,2),(2,2),(1,3)]];22;4;6;49;5000;16;16083;16;3235042
[[(2,4),(3,3),(2,4),(3,1)],[(3,4),(2,4),(3,1),(2,4)],[(1,1),(0,3),(1,3),(0,2)],[(3,2),(2,4),(3,4)],[(0,3),(1,3),(0,4),(1,2)],[(1,2),(0,4),(1,3)]];22;4;6;65;4333;20;10083;20;3135875
[[(0,3),(2,3),(0,4),(2,3)],[(2,1),(0,3),(2,3),(0,1)],[(2,1),(0,2),(2,4)],[(1,3),(3,3),(1,1)],[(1,4),(3,3),(1,1),(3,2)],[(3,4),(1,2),(3,1),(1,4)]];22;4;6;56;3333;16;14375;16;3102667
[[(1,4),(2,3),(1,4)],[(1,4),(2,3),(1,2),(2,4)],[(3,2),(0,4),(3,1),(0,3)],[(2,1),(1,1),(2,3),(1,4)],[(0,3),(3,3),(0,3),(3,4)],[(0,3),(3,2),(0,1)]];22;4;6;62;12583;19;8667;19;3120375
[[(0,4),(2,1),(0,1),(2,1)],[(2,3),(0,4),(2,4)],[(2,4),(0,1),(2,4),(0,3)],[(3,3),(1,3),(3,2),(1,1)],[(3,1),(1,1),(3,4)],[(1,3),(3,3),(1,2),(3,1)]];22;4;6;54;4750;19;11750;17;3362958
[[(0,2),(3,1),(0,4),(3,2)],[(0,2),(3,3),(0,2)],[(2,3),(1,2),(2,3),(1,1)],[(1,1),(2,1),(1,3),(2,1)],[(2,1),(1,4),(2,1)],[(3,4),(0,4),(3,4),(0,2)]];22;4;6;51;3792;16;9084;16;2981292
[[(0,2),(3,2),(0,4),(3,4)],[(2,3),(1,4),(2,3)],[(3,2),(0,2),(3,1),(0,4)],[(2,4),(1,3),(2,1),(1,1)],[(0,4),(3,1),(0,2)],[(1,2),(2,3),(1,3),(2,1)]];22;4;6;56;5125;18;10209;18;3084083
[[(0,1),(1,3),(0,2)],[(3,2),(2,3),(3,2),(2,4)],[(0,4),(1,4),(0,1),(1,2)],[(1,3),(0,1),(1,4),(0,3)],[(2,2),(3,2),(2,4)],[(2,3),(3,2),(2,3),(3,1)]];22;4;6;56;3292;19;8417;19;3116542
[[(3,1),(0,2),(3,3),(0,3)],[(2,1),(1,1),(2,4)],[(2,3),(1,3),(2,1),(1,2)],[(1,1),(2,1),(1,2),(2,2)],[(0,4),(3,4),(0,3)],[(0,2),(3,1),(0,3),(3,3)]];22;4;6;50;7709;17;19417;17;3202625
[[(2,1),(0,2),(2,2),(0,2)],[(3,4),(1,3),(3,3),(1,1)],[(1,2),(3,1),(1,3)],[(1,3),(3,1),(1,2),(3,2)],[(0,2),(2,1),(0,2),(2,2)],[(0,3),(2,4),(0,2)]];22;4;6;48;9000;15;8958;14;3259958
[[(3,3),(1,4),(3,4),(1,2)],[(0,4),(2,2),(0,2),(2,4)],[(1,3),(3,2),(1,3)],[(1,4),(3,2),(1,1),(3,1)],[(2,4),(0,1),(2,1),(0,4)],[(0,2),(2,1),(0,2)]];22;4;6;56;4250;17;13042;17;3216500
[[(0,3),(2,4),(0,4),(2,3)],[(3,3),(1,1),(3,3)],[(2,3),(0,1),(2,2),(0,4)],[(1,1),(3,4),(1,3),(3,4)],[(2,4),(0,2),(2,3)],[(3,4),(1,3),(3,1),(1,3)]];22;4;6;63;3542;19;8375;19;3505167
[[(0,4),(3,1),(0,1),(3,4)],[(1,4),(2,3),(1,1),(2,1)],[(3,3),(0,1),(3,3)],[(1,3),(2,2),(1,2)],[(3,4),(0,1),(3,2),(0,2)],[(2,2),(1,1),(2,4),(1,4)]];22;4;6;53;3458;17;8500;17;3127000
[[(1,4),(0,1),(1,4),(0,2)],[(3,3),(2,2),(3,4),(2,3)],[(3,1),(2,1),(3,4)],[(0,1),(1,2),(0,3),(1,2)],[(1,1),(0,3),(1,3)],[(2,1),(3,4),(2,4),(3,2)]];22;4;6;55;3750;18;8625;18;3188958
[[(1,2),(0,2),(1,1)],[(1,3),(0,2),(1,4),(0,1)],[(3,3),(2,2),(3,3),(2,4)],[(2,3),(3,1),(2,1),(3,1)],[(3,4),(2,2),(3,2)],[(0,4),(1,4),(0,1),(1,1)]];22;4;6;51;3292;15;10542;15;3226208
[[(0,2),(2,2),(0,3),(2,3)],[(0,3),(2,3),(0,3)],[(3,3),(1,4),(3,1),(1,4)],[(1,1),(3,2),(1,2),(3,1)],[(1,1),(3,1),(1,2)],[(2,2),(0,2),(2,2),(0,2)]];22;4;6;49;4375;15;10916;15;3216209
[[(2,3),(1,3),(2,3)],[(0,4),(3,3),(0,2),(3,3)],[(1,2),(2,1),(1,2),(2,2)],[(3,1),(0,3),(3,3),(0,4)],[(3,3),(0,2),(3,4)],[(2,3),(1,4),(2,4),(1,3)]];22;4;6;62;4708;17;10666;17;3326833
[[(0,4),(3,3),(0,3),(3,4)],[(2,3),(1,2),(2,3),(1,2)],[(1,4),(2,1),(1,2),(2,1)],[(3,2),(0,1),(3,3),(0,1)],[(2,2),(1,4),(2,2)],[(0,1),(3,4),(0,2)]];22;4;6;54;3500;18;8291;16;3202917
[[(1,1),(3,1),(1,1)],[(2,3),(0,1),(2,3)],[(2,4),(0,3),(2,4),(0,3)],[(1,3),(3,3),(1,1),(3,4)],[(3,4),(1,1),(3,3),(1,2)],[(0,2),(2,2),(0,4),(2,3)]];22;4;6;56;4084;19;9291;19;3127667
[[(2,1),(1,2),(2,3)],[(0,2),(3,3),(0,2),(3,2)],[(3,4),(0,1),(3,4)],[(1,2),(2,3),(1,1),(2,4)],[(2,1),(1,1),(2,2),(1,4)],[(3,2),(0,2),(3,4),(0,2)]];22;4;6;52;3750;19;8875;19;3005000
[[(3,1),(0,3),(3,1),(0,4)],[(1,1),(2,2),(1,4),(2,3)],[(3,2),(0,2),(3,4)],[(0,2),(3,2),(0,1),(3,4)],[(2,3),(1,2),(2,4),(1,4)],[(1,4),(2,3),(1,1)]];22;4;6;57;4333;16;14791;16;2984500
[[(2,2),(3,3),(2,4)],[(1,4),(0,3),(1,4),(0,1)],[(1,3),(0,2),(1,4)],[(2,4),(3,3),(2,3),(3,1)],[(0,2),(1,4),(0,4),(1,1)],[(3,1),(2,2),(3,3),(2,2)]];22;4;6;60;3542;20;9625;20;3133917
[[(3,4),(1,1),(3,3)],[(0,2),(2,3),(0,4)],[(0,1),(2,4),(0,1),(2,4)],[(2,2),(0,4),(2,1),(0,1)],[(1,3),(3,3),(1,1),(3,3)],[(3,4),(1,3),(3,3),(1,4)]];22;4;6;59;4125;21;8791;20;3208292
[[(2,2),(1,4),(2,3),(1,2)],[(0,2),(3,1),(0,1)],[(0,1),(3,2),(0,3),(3,4)],[(1,2),(2,3),(1,1),(2,3)],[(2,3),(1,1),(2,4)],[(3,4),(0,4),(3,4),(0,1)]];22;4;6;55;3541;18;8833;18;3139792
[[(3,3),(2,1),(3,2)],[(0,2),(1,2),(0,2),(1,1)],[(1,3),(0,2),(1,1)],[(3,3),(2,4),(3,4),(2,3)],[(2,1),(3,4),(2,2),(3,2)],[(1,4),(0,1),(1,4),(0,3)]];22;4;6;54;4333;19;9792;18;3156292
[[(2,1),(1,4),(2,2),(1,2)],[(3,3),(0,1),(3,4),(0,2)],[(2,2),(1,2),(2,4)],[(3,2),(0,2),(3,4)],[(1,4),(2,3),(1,3),(2,3)],[(0,2),(3,3),(0,4),(3,4)]];22;4;6;61;4250;20;8959;20;3091666
[[(0,2),(2,2),(0,1),(2,4)],[(3,3),(1,2),(3,2),(1,1)],[(2,1),(0,4),(2,3)],[(2,1),(0,1),(2,2),(0,3)],[(1,1),(3,2),(1,3)],[(1,2),(3,1),(1,2),(3,3)]];22;4;6;46;4791;15;10792;13;3136166
[[(1,4),(3,1),(1,3),(3,1)],[(3,3),(1,2),(3,1),(1,1)],[(2,4),(0,2),(2,1),(0,3)],[(3,3),(1,4),(3,1)],[(0,1),(2,3),(0,3),(2,1)],[(2,2),(0,3),(2,4)]];22;4;6;51;3667;15;14958;15;3235458
[[(0,1),(1,2),(0,1),(1,4)],[(3,4),(2,3),(3,2)],[(2,1),(3,1),(2,3),(3,1)],[(1,3),(0,2),(1,4)],[(1,1),(0,2),(1,4),(0,4)],[(3,1),(2,2),(3,3),(2,3)]];22;4;6;52;5791;18;11250;18;3172334
[[(3,4),(1,2),(3,3),(1,3)],[(0,4),(2,1),(0,1),(2,2)],[(3,1),(1,1),(3,2)],[(2,2),(0,3),(2,1),(0,4)],[(1,3),(3,2),(1,2),(3,1)],[(2,1),(0,3),(2,3)]];22;4;6;49;3791;15;8916;15;3059542
[[(0,1),(1,2),(0,2)],[(2,1),(3,3),(2,3),(3,4)],[(0,3),(1,2),(0,4),(1,1)],[(1,4),(0,3),(1,3),(0,1)],[(3,2),(2,3),(3,4)],[(3,1),(2,1),(3,1),(2,1)]];22;4;6;50;4083;15;9500;15;3008458
[[(3,2),(1,1),(3,1),(1,4)],[(1,3),(3,2),(1,2),(3,2)],[(1,3),(3,4),(1,3)],[(0,3),(2,4),(0,4),(2,1)],[(2,1),(0,3),(2,4)],[(2,2),(0,1),(2,1),(0,3)]];22;4;6;54;3500;17;17292;16;3146250
[[(0,4),(2,4),(0,1)],[(0,1),(2,1),(0,4),(2,2)],[(2,2),(0,4),(2,2),(0,4)],[(1,1),(3,4),(1,3)],[(1,3),(3,4),(1,2),(3,3)],[(3,1),(1,2),(3,4),(1,3)]];22;4;6;59;4250;18;13792;18;3161791
[[(1,1),(2,1),(1,2),(2,3)],[(2,1),(1,4),(2,3),(1,1)],[(0,2),(3,4),(0,3),(3,1)],[(3,2),(0,1),(3,4)],[(3,1),(0,1),(3,1),(0,3)],[(2,1),(1,1),(2,4)]];22;4;6;45;5208;15;8333;13;3133708
[[(1,1),(3,3),(1,1),(3,4)],[(0,1),(2,4),(0,1)],[(1,4),(3,1),(1,2)],[(0,1),(2,2),(0,3),(2,2)],[(2,4),(0,1),(2,3),(0,3)],[(3,1),(1,1),(3,1),(1,2)]];22;4;6;46;4375;16;9500;15;3149291
[[(0,1),(3,4),(0,2),(3,2)],[(3,3),(0,2),(3,4)],[(2,1),(1,4),(2,2)],[(3,3),(0,2),(3,2),(0,3)],[(1,2),(2,2),(1,3),(2,4)],[(2,2),(1,4),(2,1),(1,4)]];22;4;6;57;3500;19;11375;18;3034333
[[(3,3),(2,4),(3,3),(2,2)],[(3,1),(2,2),(3,4)],[(1,4),(0,4),(1,1),(0,1)],[(2,2),(3,4),(2,4),(3,2)],[(0,1),(1,4),(0,4),(1,4)],[(0,2),(1,4),(0,4)]];22;4;6;64;4167;17;9625;17;3140125
[[(0,2),(2,2),(0,1),(2,1)],[(3,4),(1,1),(3,1)],[(2,1),(0,1),(2,2)],[(1,1),(3,2),(1,4),(3,1)],[(2,3),(0,2),(2,2),(0,4)],[(3,2),(1,1),(3,4),(1,2)]];22;4;6;44;3500;15;12000;14;3140834
[[(3,3),(0,3),(3,1),(0,2)],[(2,3),(1,4),(2,3),(1,3)],[(1,3),(2,3),(1,4),(2,1)],[(0,2),(3,1),(0,2),(3,1)],[(3,3),(0,3),(3,2)],[(1,2),(2,1),(1,4)]];22;4;6;54;8458;20;10292;20;3094833
[[(2,3),(3,3),(2,3),(3,3)],[(1,3),(0,4),(1,2),(0,4)],[(0,3),(1,2),(0,4),(1,4)],[(3,2),(2,3),(3,4),(2,1)],[(1,4),(0,2),(1,1)],[(3,3),(2,4),(3,2)]];22;4;6;64;4458;17;11167;17;3240417
[[(0,3),(2,3),(0,1)],[(0,4),(2,3),(0,3),(2,2)],[(3,1),(1,4),(3,3),(1,1)],[(1,2),(3,2),(1,3),(3,2)],[(2,2),(0,1),(2,1),(0,2)],[(3,3),(1,4),(3,2)]];22;4;6;52;4500;15;10500;15;3002417
[[(2,1),(1,1),(2,2),(1,1)],[(3,3),(0,3),(3,1)],[(1,1),(2,1),(1,4),(2,4)],[(3,4),(0,4),(3,2),(0,3)],[(0,1),(3,4),(0,3),(3,4)],[(1,1),(2,4),(1,3)]];22;4;6;55;3541;18;8750;18;3032333
[[(3,4),(2,2),(3,4),(2,4)],[(0,2),(1,4),(0,1),(1,3)],[(0,2),(1,1),(0,3)],[(3,1),(2,1),(3,2)],[(1,3),(0,4),(1,1),(0,3)],[(2,1),(3,4),(2,3),(3,2)]];22;4;6;55;4125;17;9041;17;3130875
[[(2,4),(3,1),(2,3),(3,2)],[(1,1),(0,2),(1,4)],[(3,4),(2,3),(3,1),(2,4)],[(1,4),(0,2),(1,1),(0,3)],[(2,1),(3,3),(2,4)],[(0,3),(1,2),(0,2),(1,4)]];22;4;6;58;3500;19;8625;19;2990042
[[(0,4),(3,4),(0,1)],[(2,1),(1,4),(2,3),(1,4)],[(1,1),(2,2),(1,1)],[(1,3),(2,3),(1,4),(2,4)],[(3,1),(0,1),(3,3),(0,4)],[(0,1),(3,3),(0,2),(3,2)]];22;4;6;56;3917;18;9917;17;2979792
[[(1,3),(0,3),(1,2)],[(3,2),(2,2),(3,3),(2,2)],[(0,4),(1,2),(0,4),(1,2)],[(2,1),(3,2),(2,4),(3,3)],[(1,2),(0,1),(1,4),(0,3)],[(3,1),(2,1),(3,4)]];22;4;6;55;4042;16;9125;15;3036916
[[(1,2),(3,1),(1,3),(3,2)],[(3,4),(1,1),(3,1)],[(0,4),(2,1),(0,3),(2,3)],[(2,3),(0,2),(2,1),(0,1)],[(2,2),(0,2),(2,1)],[(3,2),(1,1),(3,1),(1,1)]];22;4;6;42;3833;14;9250;13;2956666
[[(2,2),(1,4),(2,4)],[(1,1),(2,4),(1,4),(2,4)],[(0,4),(3,1),(0,1),(3,2)],[(0,3),(3,4),(0,2)],[(3,3),(0,1),(3,4),(0,4)],[(2,2),(1,2),(2,4),(1,4)]];22;4;6;64;3583;20;8917;20;3177583
[[(2,1),(0,1),(2,4)],[(2,2),(0,2),(2,1),(0,3)],[(3,2),(1,1),(3,2),(1,1)],[(0,2),(2,3),(0,3),(2,3)],[(1,1),(3,3),(1,3)],[(1,3),(3,3),(1,3),(3,3)]];22;4;6;50;4208;14;9750;14;3252084
[[(2,1),(0,3),(2,4),(0,4)],[(0,1),(2,1),(0,2),(2,2)],[(3,2),(1,4),(3,2)],[(3,3),(1,4),(3,2),(1,2)],[(0,1),(2,3),(0,1)],[(1,1),(3,4),(1,2),(3,1)]];22;4;6;50;3625;15;11458;15;3126042
[[(3,2),(2,4),(3,2)],[(1,3),(0,2),(1,1),(0,1)],[(0,4),(1,1),(0,1),(1,2)],[(1,2),(0,1),(1,4)],[(3,3),(2,2),(3,2),(2,4)],[(2,4),(3,3),(2,2),(3,3)]];22;4;6;53;4750;16;11333;16;3131375
[[(3,3),(0,3),(3,1),(0,2)],[(0,2),(3,3),(0,3),(3,4)],[(3,1),(0,2),(3,4)],[(1,4),(2,4),(1,2)],[(1,4),(2,2),(1,1),(2,2)],[(2,1),(1,1),(2,3),(1,2)]];22;4;6;54;3416;16;8917;16;2912333
[[(3,1),(1,3),(3,3),(1,1)],[(2,1),(0,3),(2,3),(0,2)],[(0,2),(2,2),(0,4),(2,1)],[(0,2),(2,1),(0,2)],[(1,2),(3,2),(1,4),(3,4)],[(3,1),(1,3),(3,2)]];22;4;6;49;4750;16;8666;15;3049667
[[(0,2),(3,2),(0,2)],[(1,4),(2,1),(1,2),(2,1)],[(0,3),(3,4),(0,2),(3,2)],[(3,3),(0,4),(3,1),(0,1)],[(1,2),(2,4),(1,2)],[(2,4),(1,3),(2,1),(1,1)]];22;4;6;51;6750;15;9250;14;3261792
[[(3,1),(1,1),(3,4),(1,3)],[(2,4),(0,2),(2,1)],[(0,4),(2,4),(0,4),(2,2)],[(1,1),(3,4),(1,4)],[(1,4),(3,3),(1,1),(3,2)],[(2,3),(0,4),(2,3),(0,3)]];22;4;6;62;4500;18;13792;18;3076792
[[(1,1),(0,3),(1,1),(0,4)],[(0,3),(1,2),(0,4),(1,3)],[(2,4),(3,3),(2,1),(3,2)],[(3,1),(2,4),(3,2),(2,4)],[(2,4),(3,3),(2,3)],[(0,4),(1,4),(0,4)]];22;4;6;64;3542;22;8667;22;3247042
[[(1,2),(3,1),(1,4),(3,3)],[(2,1),(0,4),(2,1)],[(2,1),(0,4),(2,3),(0,2)],[(3,2),(1,1),(3,4),(1,1)],[(0,3),(2,2),(0,4),(2,3)],[(3,4),(1,3),(3,1)]];22;4;6;54;4667;18;10708;17;3195250
[[(3,2),(0,4),(3,4),(0,3)],[(1,2),(2,3),(1,2),(2,4)],[(3,1),(0,2),(3,4)],[(0,4),(3,4),(0,2),(3,1)],[(1,4),(2,1),(1,3)],[(2,2),(1,2),(2,1),(1,4)]];22;4;6;59;3459;17;8417;17;3296625
[[(3,3),(2,2),(3,3),(2,3)],[(2,1),(3,4),(2,4),(3,4)],[(1,1),(0,1),(1,1)],[(1,1),(0,4),(1,1),(0,1)],[(3,3),(2,3),(3,1)],[(0,4),(1,1),(0,2),(1,2)]];22;4;6;50;3209;18;8083;18;3211166
[[(2,2),(3,4),(2,1),(3,3)],[(1,3),(0,4),(1,4)],[(2,2),(3,1),(2,3)],[(0,4),(1,1),(0,2),(1,2)],[(3,4),(2,2),(3,4),(2,3)],[(1,3),(0,1),(1,4),(0,4)]];22;4;6;61;4167;20;12166;17;3428500
[[(1,3),(2,1),(1,1),(2,3)],[(3,4),(0,4),(3,3),(0,2)],[(0,2),(3,2),(0,3)],[(1,4),(2,2),(1,1)],[(0,4),(3,3),(0,4),(3,1)],[(2,4),(1,2),(2,3),(1,1)]];22;4;6;57;3542;19;8834;19;3020791
[[(1,2),(3,2),(1,4)],[(1,4),(3,1),(1,1),(3,4)],[(3,4),(1,2),(3,1),(1,4)],[(2,4),(0,4),(2,3),(0,1)],[(0,3),(2,4),(0,1),(2,2)],[(0,3),(2,4),(0,4)]];22;4;6;62;8334;17;9500;17;3303333
